Rate With Margin,利率保證金,
Discount (%) on Price List Rate with Margin,價格上漲率與貼現率的折扣（％）,
Rate With Margin (Company Currency),利率保證金（公司貨幣）,
Delivered By Supplier,交付供應商,
Deferred Revenue,遞延收入,
Deferred Revenue Account,遞延收入科目,
Enable Deferred Revenue,啟用延期收入,
Stock Details,庫存詳細信息,
Customer Warehouse (Optional),客戶倉庫（可選）,
Available Batch Qty at Warehouse,倉庫中可用的批次數量,
Available Qty at Warehouse,庫存可用數量,
Delivery Note Item,銷售出貨單項,
Base Amount (Company Currency),基本金額（公司幣種）,
Sales Invoice Timesheet,銷售費用清單工時單,
Time Sheet,時間表,
Billing Hours,計入賬單的小時,
Timesheet Detail,時間表詳細信息,
Tax Amount After Discount Amount (Company Currency),扣除折扣后稅額（公司貨幣）,
Item Wise Tax Detail,物料稅/費信息,
Parenttype,上級類型,
"Standard tax template that can be applied to all Sales Transactions. This template can contain list of tax heads and also other expense / income heads like ""Shipping"", ""Insurance"", ""Handling"" etc.\n\n#### Note\n\nThe tax rate you define here will be the standard tax rate for all **Items**. If there are **Items** that have different rates, they must be added in the **Item Tax** table in the **Item** master.\n\n#### Description of Columns\n\n1. Calculation Type: \n    - This can be on **Net Total** (that is the sum of basic amount).\n    - **On Previous Row Total / Amount** (for cumulative taxes or charges). If you select this option, the tax will be applied as a percentage of the previous row (in the tax table) amount or total.\n    - **Actual** (as mentioned).\n2. Account Head: The Account ledger under which this tax will be booked\n3. Cost Center: If the tax / charge is an income (like shipping) or expense it needs to be booked against a Cost Center.\n4. Description: Description of the tax (that will be printed in invoices / quotes).\n5. Rate: Tax rate.\n6. Amount: Tax amount.\n7. Total: Cumulative total to this point.\n8. Enter Row: If based on ""Previous Row Total"" you can select the row number which will be taken as a base for this calculation (default is the previous row).\n9. Is this Tax included in Basic Rate?: If you check this, it means that this tax will not be shown below the item table, but will be included in the Basic Rate in your main item table. This is useful where you want give a flat price (inclusive of all taxes) price to customers.",標准稅項模板可應用到所有銷售交易中。此模板可以包含多個稅項及其他的開支/收益項(例如“運費”，“保險費”，“處理費”等)。\n###需要注意的是，這里指定的是適用于整張單據所有物料的標准稅費率。如果某些物料的稅費率與這里指定的標准稅費率，則您必須在“物料主數據”內的“物料稅項”內添加。\n####列說明\n1. 計算類型：-“淨總計”(即基本總額)；-“基于前一行的總計/金額”(用于累計稅費率)，選擇此項則稅費將基于前一行的總計/金額按百分比計算；-“實際”(按實際輸入)。\n2. 科目： 此稅費對應的會計分類帳。\n3. 成本中心： 如果此稅費為收益或支出，那么必須指定一個成本中心。\n4. 說明：稅費項的說明，會被用于如發票/報價的打印中。\n5. 稅率：稅項的比率\n6. 金額：稅項金額\n7. 總計：到這里為止的累計\n8. 輸入行： 如果選擇了“基于前一行的總計/金額”，你可以選擇此稅項基于的行數(默認為前一行)。\n9. 價內稅？：勾選此項則意味著此稅項不會再單獨出現在銷售訂單物料項清單下方，此稅費率會體現再物料售價中。如果您需要向客戶提供打包價而不是詳細價格(即包含所有稅費)，此選項就會很有用。,
* Will be calculated in the transaction.,*將被計算在該交易內。,
From No,來自No,
To No,至No,
Is Company,是公司？,
Current State,當前狀態,
Purchased,已采購,
From Shareholder,來自股東,
From Folio No,來自對開本No.,
To Shareholder,給股東,
To Folio No,對開本No,
Equity/Liability Account,權益/負債科目,
Asset Account,資產科目,
(including),（包含）,
ACC-SH-.YYYY.-,ACC-SH-.YYYY.-,
Folio no.,對開本頁碼.,
Address and Contacts,地址和聯系方式,
Contact List,聯系人列表,
Hidden list maintaining the list of contacts linked to Shareholder,保存鏈接到股東的聯系人列表的隱藏的列表,
Specify conditions to calculate shipping amount,指定用來計算運費金額的條件,
Shipping Rule Label,配送規則標簽,
example: Next Day Shipping,例如：次日發貨,
Shipping Rule Type,運輸規則類型,
Shipping Account,銷售出貨賬戶,
Calculate Based On,基于...的計算,
Fixed,固定,
Net Weight,淨重,
Shipping Amount,發貨金額,
Shipping Rule Conditions,配送規則條件,
Restrict to Countries,限制到國家,
Valid for Countries,有效的國家,
Shipping Rule Condition,配送規則條件,
A condition for a Shipping Rule,發貨規則的一個條件,
From Value,起始值,
To Value,To值,
Shipping Rule Country,航運規則國家,
Subscription Period,訂閱期,
Subscription Start Date,訂閱開始日期,
Cancelation Date,取消日期,
Trial Period Start Date,試用期開始日期,
Trial Period End Date,試用期結束日期,
Current Invoice Start Date,當前費用清單開始日期,
Current Invoice End Date,當前費用清單結束日期,
Days Until Due,天至期限,
Number of days that the subscriber has to pay invoices generated by this subscription,用戶必須支付此訂閱生成的費用清單的天數,
Cancel At End Of Period,在期末取消,
Generate Invoice At Beginning Of Period,在期初生成費用清單,
Plans,計划,
Discounts,折扣,
Additional DIscount Percentage,額外折扣百分比,
Additional DIscount Amount,額外的折扣金額,
Subscription Invoice,訂閱費用清單,
Subscription Plan,訂閱計划,
Cost,成本,
Billing Interval,計費間隔,
Billing Interval Count,計費間隔計數,
"Number of intervals for the interval field e.g if Interval is 'Days' and Billing Interval Count is 3, invoices will be generated every 3 days",間隔字段的間隔數，例如，如果間隔為'天數'並且計費間隔計數為3，則會每3天生成一次費用清單,
Payment Plan,付款計划,
Subscription Plan Detail,訂閱計划信息,
Plan,計划,
Subscription Settings,訂閱設置,
Grace Period,寬限期,
Number of days after invoice date has elapsed before canceling subscription or marking subscription as unpaid,在取消循環憑證或將循環憑證標記為未付之前，費用清單日期之后的天數已過,
Prorate,按比例分配,
Tax Rule,稅務規則,
Tax Type,稅收類型,
Use for Shopping Cart,使用的購物車,
Billing City,結算城市,
Billing County,開票縣,
Billing State,計費狀態,
Billing Zipcode,計費郵編,
Billing Country,結算國家,
Shipping City,起運市,
Shipping County,起運縣,
Shipping State,運輸狀態,
Shipping Zipcode,運輸郵編,
Shipping Country,起運國家,
Tax Withholding Account,代扣稅款科目,
Tax Withholding Rates,預扣稅率,
Rates,價格,
Tax Withholding Rate,稅收預扣稅率,
Single Transaction Threshold,單一交易閾值,
Cumulative Transaction Threshold,累積交易閾值,
Agriculture Analysis Criteria,農業分析標准,
Linked Doctype,鏈接的文檔類型,
Water Analysis,水分析,
Soil Analysis,土壤分析,
Plant Analysis,植物分析,
Fertilizer,肥料,
Soil Texture,土壤紋理,
Weather,天氣,
Agriculture Manager,農業經理,
Agriculture User,農業用戶,
Agriculture Task,農業任務,
Task Name,任務名稱,
Start Day,開始日,
End Day,結束日期,
Holiday Management,度假管理,
Ignore holidays,忽略假期,
Previous Business Day,前一個營業日,
Next Business Day,下一個營業日,
Urgent,加急,
Crop,作物,
Crop Name,作物名稱,
Scientific Name,科學名稱,
"You can define all the tasks which need to carried out for this crop here. The day field is used to mention the day on which the task needs to be carried out, 1 being the 1st day, etc.. ",你可以在這里定義所有需要進行的作業。日場是用來提及任務需要執行的日子，1日是第一天等。,
Crop Spacing,作物間距,
Crop Spacing UOM,裁剪間隔UOM,
Row Spacing,行間距,
Row Spacing UOM,行距UOM,
Perennial,多年生,
Biennial,雙年展,
Planting UOM,種植UOM,
Planting Area,種植面積,
Yield UOM,產量UOM,
Materials Required,所需材料,
Produced Items,生產物料,
Produce,生產,
Byproducts,副產品,
Linked Location,鏈接位置,
A link to all the Locations in which the Crop is growing,指向作物生長的所有位置的鏈接,
This will be day 1 of the crop cycle,這將是作物周期的第一天,
ISO 8601 standard,ISO 8601標准,
Cycle Type,循環類型,
Less than a year,不到一年,
The minimum length between each plant in the field for optimum growth,每個工廠之間的最小長度為最佳的增長,
The minimum distance between rows of plants for optimum growth,植株之間的最小距離，以獲得最佳生長,
Detected Diseases,檢測到的疾病,
List of diseases detected on the field. When selected it'll automatically add a list of tasks to deal with the disease ,在現場檢測到的疾病清單。當選擇它會自動添加一個任務清單處理疾病,
Detected Disease,檢測到的疾病,
LInked Analysis,鏈接的分析,
Disease,疾病,
Tasks Created,創建的任務,
Common Name,通用名稱,
Treatment Task,治療任務,
Treatment Period,治療期,
Fertilizer Name,肥料名稱,
Density (if liquid),密度（如果是液體）,
Fertilizer Contents,肥料含量,
Fertilizer Content,肥料含量,
Linked Plant Analysis,鏈接的工廠分析,
Linked Soil Analysis,連接的土壤分析,
Linked Soil Texture,連接的土壤紋理,
Collection Datetime,收集日期時間,
Laboratory Testing Datetime,實驗室測試日期時間,
Result Datetime,結果日期時間,
Plant Analysis Criterias,植物分析標准,
Plant Analysis Criteria,植物分析標准,
Minimum Permissible Value,最小允許值,
Maximum Permissible Value,最大允許值,
Ca/K,鈣/鉀,
Ca/Mg,鈣/鎂,
Mg/K,鎂/ K,
(Ca+Mg)/K,（鈣+鎂）/ K,
Ca/(K+Ca+Mg),鈣 /（鉀 +鈣+鎂）,
Soil Analysis Criterias,土壤分析標准,
Soil Analysis Criteria,土壤分析標准,
Soil Type,土壤類型,
Loamy Sand,泥沙,
Sandy Loam,桑迪Loam,
Loam,壤土,
Silt Loam,淤泥粘土,
Sandy Clay Loam,桑迪粘土壤土,
Clay Loam,粘土沃土,
Silty Clay Loam,泥土粘土,
Sandy Clay,桑迪粘土,
Silty Clay,粉泥,
Clay Composition (%),粘土成分（％）,
Sand Composition (%),沙成分（％）,
Silt Composition (%),粉塵成分（％）,
Ternary Plot,三元劇情,
Soil Texture Criteria,土壤質地標准,
Type of Sample,樣品類型,
Container,容器,
Origin,起源,
Collection Temperature ,收集溫度,
Storage Temperature,儲存溫度,
Appearance,外觀,
Person Responsible,負責人,
Water Analysis Criteria,水分析標准,
Weather Parameter,天氣參數,
ACC-ASS-.YYYY.-,ACC-ASS-.YYYY.-,
Asset Owner,資產所有者,
Asset Owner Company,資產所有者公司,
Custodian,保管人,
Disposal Date,處置日期,
Journal Entry for Scrap,手工憑證報廢,
Available-for-use Date,可供使用的日期,
Calculate Depreciation,計算折舊,
Allow Monthly Depreciation,允許每月折舊,
Number of Depreciations Booked,預訂折舊數,
Finance Books,賬簿,
Straight Line,直線,
Double Declining Balance,雙倍余額遞減,
Manual,手冊,
Value After Depreciation,折舊后值,
Total Number of Depreciations,折舊總數,
Frequency of Depreciation (Months),折舊率（月）,
Next Depreciation Date,接下來折舊日期,
Depreciation Schedule,折舊計划,
Depreciation Schedules,折舊計划,
Insurance details,保險詳情,
Policy number,保單號碼,
Insurer,保險公司,
Insured value,保險價值,
Insurance Start Date,保險開始日期,
Insurance End Date,保險終止日期,
Comprehensive Insurance,綜合保險,
Maintenance Required,需要維護,
Check if Asset requires Preventive Maintenance or Calibration,檢查資產是否需要預防性維護或校准,
Booked Fixed Asset,預訂的固定資產,
Purchase Receipt Amount,采購收貨單金額,
Default Finance Book,默認賬簿,
Quality Manager,質量經理,
Asset Category Name,資產類別名稱,
Depreciation Options,折舊選項,
Enable Capital Work in Progress Accounting,啟用資本在建會計,
Finance Book Detail,賬簿信息,
Asset Category Account,資產類別的科目,
Fixed Asset Account,固定資產科目,
Accumulated Depreciation Account,累計折舊科目,
Depreciation Expense Account,折舊費用科目,
Capital Work In Progress Account,在途資本科目,
Asset Finance Book,資產資金賬簿,
Written Down Value,賬面淨值,
Expected Value After Useful Life,期望值使用壽命結束后,
Rate of Depreciation,折舊率,
In Percentage,百分比,
Maintenance Team,維修隊,
Maintenance Manager Name,維護經理姓名,
Maintenance Tasks,維護任務,
Manufacturing User,生產用戶,
Asset Maintenance Log,資產維護日志,
ACC-AML-.YYYY.-,ACC-AML-.YYYY.-,
Maintenance Type,維護類型,
Maintenance Status,維護狀態,
Planned,計划,
Has Certificate ,有證書,
Certificate,證書,
Actions performed,已執行的操作,
Asset Maintenance Task,資產維護任務,
Maintenance Task,維護任務,
Preventive Maintenance,預防性的維護,
Calibration,校准,
2 Yearly,每年2次,
Certificate Required,證書要求,
Assign to Name,分配給名稱,
Next Due Date,下一個到期日,
Last Completion Date,最后完成日期,
Asset Maintenance Team,資產維護團隊,
Maintenance Team Name,維護組名稱,
Maintenance Team Members,維護團隊成員,
Purpose,目的,
Stock Manager,庫存管理,
Asset Movement Item,資產變動項目,
Source Location,來源地點,
From Employee,來自員工,
Target Location,目標位置,
To Employee,給員工,
Asset Repair,資產修復,
ACC-ASR-.YYYY.-,ACC-ASR-.YYYY.-,
Failure Date,失敗日期,
Assign To Name,分配到名稱,
Repair Status,維修狀態,
Error Description,錯誤說明,
Downtime,停工期,
Repair Cost,修理費用,
Manufacturing Manager,生產經理,
Current Asset Value,流動資產價值,
New Asset Value,新資產價值,
Make Depreciation Entry,創建計算折舊憑證,
Finance Book Id,賬簿ID,
Location Name,地點名稱,
Parent Location,上級位置,
Is Container,是容器,
Check if it is a hydroponic unit,檢查它是否是水培單位,
Location Details,位置詳情,
Latitude,緯度,
Longitude,經度,
Area,區,
Area UOM,區基礎單位,
Tree Details,樹詳細信息,
Maintenance Team Member,維護團隊成員,
Team Member,團隊成員,
Maintenance Role,維護角色,
Buying Settings,采購設置,
Settings for Buying Module,采購模塊的設置,
Supplier Naming By,供應商命名方式,
Default Supplier Group,默認供應商組,
Default Buying Price List,默認采購價格清單,
Backflush Raw Materials of Subcontract Based On,基于CRM的分包合同反向原材料,
Material Transferred for Subcontract,為轉包合同材料轉移,
Over Transfer Allowance (%),超過轉移津貼（％）,
Percentage you are allowed to transfer more against the quantity ordered. For example: If you have ordered 100 units. and your Allowance is 10% then you are allowed to transfer 110 units.,允許您根據訂購數量轉移更多的百分比。例如：如果您訂購了100個單位。你的津貼是10％，那么你可以轉讓110個單位。,
PUR-ORD-.YYYY.-,PUR-ORD-.YYYY.-,
Get Items from Open Material Requests,從未完成物料申請獲取物料,
Fetch items based on Default Supplier.,根據默認供應商獲取項目。,
Required By,必選,
Order Confirmation No,訂單確認號,
Order Confirmation Date,訂單確認日期,
Customer Mobile No,客戶手機號碼,
Customer Contact Email,客戶聯系電郵地址,
Set Target Warehouse,設置目標倉庫（收貨倉）,
Sets 'Warehouse' in each row of the Items table.,在“項目”表的每一行中設置“倉庫”。,
Supply Raw Materials,供應原材料,
Purchase Order Pricing Rule,采購訂單定價規則,
Set Reserve Warehouse,設置儲備倉庫,
In Words will be visible once you save the Purchase Order.,大寫金額將在采購訂單保存后顯示。,
Advance Paid,已支付的預付款,
Tracking,追踪,
% Billed,% 已記賬,
% Received,％已收貨,
Ref SQ,參考SQ,
Inter Company Order Reference,公司間訂單參考,
Supplier Part Number,供應商零件編號,
Billed Amt,已開票金額,
Warehouse and Reference,倉庫及參考,
To be delivered to customer,將出貨給客戶,
Material Request Item,材料申請項目,
Supplier Quotation Item,供應商報價物料,
Against Blanket Order,反對一攬子訂單,
Blanket Order,總括訂單,
Blanket Order Rate,總括訂單單價,
Returned Qty,退貨數量,
Purchase Order Item Supplied,采購訂單外發物料,
BOM Detail No,物料清單信息編號,
Stock Uom,庫存計量單位,
Raw Material Item Code,原材料物料編號,
Supplied Qty,供應的數量,
Purchase Receipt Item Supplied,外包訂單外發物料,
Current Stock,當前庫存,
PUR-RFQ-.YYYY.-,PUR-RFQ-.YYYY.-,
For individual supplier,單個供應商,
Link to Material Requests,鏈接到物料請求,
Message for Supplier,消息供應商,
Request for Quotation Item,詢價項目,
Required Date,需求日期,
Request for Quotation Supplier,詢價供應商,
Send Email,發送電郵地址,
Quote Status,報價狀態,
Download PDF,下載PDF,
Supplier of Goods or Services.,提供商品或服務的供應商。,
Name and Type,名稱和類型,
SUP-.YYYY.-,SUP-.YYYY.-,
Default Bank Account,默認銀行科目,
Is Transporter,是承運商,
Represents Company,代表公司,
Supplier Type,供應商類型,
Allow Purchase Invoice Creation Without Purchase Order,允許創建沒有采購訂單的采購發票,
Allow Purchase Invoice Creation Without Purchase Receipt,允許在沒有收貨的情況下創建采購發票,
Warn RFQs,警告RFQs,
Warn POs,警告PO,
Prevent RFQs,防止RFQ,
Prevent POs,防止PO,
Billing Currency,結算貨幣,
Default Payment Terms Template,默認付款條款模板,
Block Supplier,塊供應商,
Hold Type,暫緩處理類型,
Leave blank if the Supplier is blocked indefinitely,如果供應商被無限期封鎖，請留空,
Default Payable Accounts,默認應付賬戶(多個),
Mention if non-standard payable account,如使用非標准應付科目，應提及,
Default Tax Withholding Config,預設稅款預扣配置,
Supplier Details,供應商信息,
Statutory info and other general information about your Supplier,你的供應商的注冊信息和其他一般信息,
PUR-SQTN-.YYYY.-,PUR-SQTN-.YYYY.-,
Supplier Address,供應商地址,
Link to material requests,鏈接到物料申請,
Rounding Adjustment (Company Currency,四舍五入調整（公司貨幣）,
Auto Repeat Section,自動重復部分,
Is Subcontracted,是否外包,
Lead Time in days,交期（天）,
Supplier Score,供應商分數,
Indicator Color,指示燈顏色,
Evaluation Period,評估期,
Per Week,每個星期,
Per Month,每月,
Per Year,每年,
Scoring Setup,得分設置,
Weighting Function,加權函數,
"Scorecard variables can be used, as well as:\n{total_score} (the total score from that period),\n{period_number} (the number of periods to present day)\n",可以使用記分卡變量，以及：{total_score}（該期間的總分數），{period_number}（到當前時間段的數量）,
Scoring Standings,得分排名,
Criteria Setup,條件設置,
Load All Criteria,加載所有標准,
Scoring Criteria,評分標准,
Scorecard Actions,記分卡操作,
Warn for new Request for Quotations,警告新的報價請求,
Warn for new Purchase Orders,警告新的采購訂單,
Notify Supplier,通知供應商,
Notify Employee,通知員工,
Supplier Scorecard Criteria,供應商記分卡標准,
Criteria Name,標准名稱,
Max Score,最高分數,
Criteria Formula,標准配方,
Criteria Weight,標准重量,
Supplier Scorecard Period,供應商記分卡期,
PU-SSP-.YYYY.-,PU-SSP-.YYYY.-,
Period Score,期間得分,
Calculations,計算,
Criteria,標准,
Variables,變量,
Supplier Scorecard Setup,供應商記分卡設置,
Supplier Scorecard Scoring Criteria,供應商記分卡評分標准,
Score,得分了,
Supplier Scorecard Scoring Standing,供應商記分卡,
Standing Name,常務名稱,
Purple,紫色,
Yellow,黃色,
Orange,橙子,
Min Grade,最小成績,
Max Grade,最高等級,
Warn Purchase Orders,警告采購訂單,
Prevent Purchase Orders,防止采購訂單,
Employee ,員工,
Supplier Scorecard Scoring Variable,供應商記分卡評分變量,
Variable Name,變量名,
Parameter Name,參數名稱,
Supplier Scorecard Standing,供應商記分卡當前評分,
Notify Other,通知其他,
Supplier Scorecard Variable,供應商記分卡變數,
Call Log,通話記錄,
Received By,收到的,
Caller Information,來電者信息,
Contact Name,聯系人姓名,
Lead ,鉛,
Lead Name,線索姓名,
Ringing,鈴聲,
Missed,錯過,
Call Duration in seconds,呼叫持續時間（秒）,
Recording URL,錄制網址,
Communication Medium,通信介質,
Communication Medium Type,通信媒體類型,
Voice,語音,
Catch All,抓住一切,
"If there is no assigned timeslot, then communication will be handled by this group",如果沒有分配的時間段，則該組將處理通信,
Timeslots,時隙,
Communication Medium Timeslot,通信媒體時隙,
Employee Group,員工組,
Appointment,約定,
Scheduled Time,計划的時間,
Unverified,未驗證,
Customer Details,客戶詳細信息,
Phone Number,電話號碼,
Skype ID,Skype帳號,
Linked Documents,鏈接文件,
Appointment With,預約,
Calendar Event,日歷活動,
Appointment Booking Settings,預約預約設置,
Enable Appointment Scheduling,啟用約會計划,
Agent Details,代理商詳細信息,
Availability Of Slots,插槽的可用性,
Number of Concurrent Appointments,並發預約數,
Agents,代理商,
Appointment Details,預約詳情,
Appointment Duration (In Minutes),預約時間（以分鐘為單位）,
Notify Via Email,通過電郵地址通知,
Notify customer and agent via email on the day of the appointment.,在約會當天通過電郵地址通知客戶和代理商。,
Number of days appointments can be booked in advance,可以提前預約的天數,
Success Settings,成功設定,
Success Redirect URL,成功重定向網址,
"Leave blank for home.\nThis is relative to site URL, for example ""about"" will redirect to ""https://yoursitename.com/about""",留空在家。這是相對于網站URL的，例如“ about”將重定向到“ https://yoursitename.com/about”,
Appointment Booking Slots,預約訂位,
Day Of Week,星期几,
From Time ,起始時間,
Campaign Email Schedule,Campaign電郵地址計划,
Send After (days),發送后（天）,
Signed,簽,
Party User,往來單位用戶,
Unsigned,無符號,
Fulfilment Status,履行狀態,
N/A,N / A,
Unfulfilled,未完成的,
Partially Fulfilled,部分實現,
Fulfilled,達到,
Lapsed,間隔,
Contract Period,合同期,
Signee Details,簽名信息,
Signee,簽署人,
Signed On,簽名,
Contract Details,合同細節,
Contract Template,合同模板,
Contract Terms,合同條款,
Fulfilment Details,履行細節,
Requires Fulfilment,需要履行,
Fulfilment Deadline,履行截止日期,
Fulfilment Terms,履行條款,
Contract Fulfilment Checklist,合同履行清單,
Requirement,需求,
Contract Terms and Conditions,合同條款和條件,
Fulfilment Terms and Conditions,履行條款和條件,
Contract Template Fulfilment Terms,合同模板履行條款,
Email Campaign,電郵廣告系列,
Email Campaign For ,電郵地址活動,
Lead is an Organization,商機是一個組織,
CRM-LEAD-.YYYY.-,CRM-LEAD-.YYYY.-,
Person Name,姓名,
Lost Quotation,遺失的報價,
Interested,當事的,
Converted,已轉換,
Do Not Contact,請勿打擾,
From Customer,源客戶,
Campaign Name,活動名稱,
Follow Up,跟進,
Next Contact By,下次聯絡人,
Next Contact Date,下次聯絡日期,
Ends On,結束于,
Address & Contact,地址及聯系方式,
Mobile No.,手機號碼,
Lead Type,線索類型,
Channel Partner,渠道合作伙伴,
Consultant,顧問,
Market Segment,市場分類,
Industry,行業,
Request Type,需求類型,
Product Enquiry,產品查詢,
Request for Information,索取資料,
Suggestions,建議,
Blog Subscriber,博客訂閱者,
LinkedIn Settings,LinkedIn設置,
Company ID,公司編號,
OAuth Credentials,OAuth憑證,
Consumer Key,消費者密鑰,
Consumer Secret,消費者的秘密,
User Details,使用者詳細資料,
Person URN,人URN,
Session Status,會話狀態,
Lost Reason Detail,丟失的原因細節,
Opportunity Lost Reason,機會失去理智,
Potential Sales Deal,潛在的銷售交易,
CRM-OPP-.YYYY.-,CRM-OPP-.YYYY.-,
Opportunity From,機會來源,
Customer / Lead Name,客戶/潛在客戶名稱,
Opportunity Type,機會類型,
Converted By,轉換依據,
Sales Stage,銷售階段,
Lost Reason,遺失的原因,
Expected Closing Date,預計截止日期,
To Discuss,待討論,
With Items,物料,
Probability (%),概率（％）,
Contact Info,聯系方式,
Customer / Lead Address,客戶/潛在客戶地址,
Contact Mobile No,聯系人手機號碼,
Enter name of campaign if source of enquiry is campaign,如果詢價的來源是活動的話請輸入活動名稱。,
Opportunity Date,日期機會,
Opportunity Item,機會項（行）,
Basic Rate,標准售價,
Stage Name,藝名,
Social Media Post,社交媒體帖子,
Post Status,發布狀態,
Posted,發表于,
Share On,分享,
Twitter,推特,
LinkedIn,領英,
Twitter Post Id,Twitter的帖子ID,
LinkedIn Post Id,LinkedIn郵政編號,
Tweet,鳴叫,
Twitter Settings,Twitter設置,
API Secret Key,API密鑰,
Term Name,術語名稱,
Term Start Date,條款起始日期,
Term End Date,合同結束日期,
Academics User,學術界用戶,
Academic Year Name,學年名稱,
Article,文章,
LMS User,LMS用戶,
Assessment Criteria Group,評估標准組,
Assessment Group Name,評估小組名稱,
Parent Assessment Group,上級評估小組,
Assessment Name,評估名稱,
Grading Scale,分級量表,
Examiner,檢查員,
Examiner Name,考官名稱,
Supervisor,監工,
Supervisor Name,主管名稱,
Evaluate,評估,
Maximum Assessment Score,最大考核評分,
Assessment Plan Criteria,評估計划標准,
Maximum Score,最大比分,
Result,成績,
Total Score,總得分,
Grade,職級,
Assessment Result Detail,評價結果詳細,
Assessment Result Tool,評價結果工具,
Result HTML,結果HTML,
Content Activity,內容活動,
Last Activity ,上次活動,
Content Question,內容問題,
Question Link,問題鏈接,
Course Name,課程名,
Topics,話題,
Hero Image,英雄形象,
Default Grading Scale,默認等級規模,
Education Manager,教育經理,
Course Activity,課程活動,
Course Enrollment,課程報名,
Activity Date,活動日期,
Course Assessment Criteria,課程評價標准,
Weightage,權重,
Course Content,課程內容,
Quiz,測驗,
Program Enrollment,招生計划,
Enrollment Date,報名日期,
Instructor Name,導師姓名,
EDU-CSH-.YYYY.-,EDU-CSH-.YYYY.-,
Course Scheduling Tool,排課工具,
Course Start Date,課程開始日期,
To TIme,要時間,
Course End Date,課程結束日期,
Course Topic,課程主題,
Topic,話題,
Topic Name,主題名稱,
Education Settings,教育設置,
Current Academic Year,當前學年,
Current Academic Term,當前學術期限,
Attendance Freeze Date,出勤凍結日期,
Validate Batch for Students in Student Group,驗證學生組學生的批次,
"For Batch based Student Group, the Student Batch will be validated for every Student from the Program Enrollment.",對于基于批次的學生組，學生批次將由課程注冊中的每位學生進行驗證。,
Validate Enrolled Course for Students in Student Group,驗證學生組學生入學課程,
"For Course based Student Group, the Course will be validated for every Student from the enrolled Courses in Program Enrollment.",對于基于課程的學生組，課程將從入學課程中的每個學生確認。,
Make Academic Term Mandatory,使學術期限為強制項,
"If enabled, field Academic Term will be Mandatory in Program Enrollment Tool.",如果啟用，則在學期注冊工具中，字段學術期限將是強制性的。,
Skip User creation for new Student,跳過為新學生創建的用戶,
"By default, a new User is created for every new Student. If enabled, no new User will be created when a new Student is created.",默認情況下，為每個新學生創建一個新用戶。如果啟用，則在創建新學生時將不會創建新用戶。,
Instructor Records to be created by,導師記錄由,
Employee Number,員工編號,
Fee Category,收費類別,
Fee Component,收費組件,
Fees Category,費用類別,
Fee Schedule,收費表,
Fee Structure,費用結構,
EDU-FSH-.YYYY.-,EDU-FSH-.YYYY.-,
Fee Creation Status,費用創建狀態,
In Process,進行中,
Send Payment Request Email,發送付款申請電郵地址,
Student Category,學生組,
Fee Breakup for each student,每名學生的費用細分,
Total Amount per Student,每個學生的總金額,
Institution,機構,
Fee Schedule Program,費用計划計划,
Student Batch,學生批次,
Total Students,學生總數,
Fee Schedule Student Group,費用計划學生組,
EDU-FST-.YYYY.-,EDU-FST-.YYYY.-,
EDU-FEE-.YYYY.-,EDU-收費.YYYY.-,
Include Payment,包括付款,
Send Payment Request,發送付款申請,
Student Details,學生細節,
Student Email,學生電郵地址,
Grading Scale Name,分級標准名稱,
Grading Scale Intervals,分級刻度間隔,
Intervals,間隔,
Grading Scale Interval,分級分度值,
Grade Code,等級代碼,
Threshold,閾值,
Grade Description,等級說明,
Guardian,監護人,
Guardian Name,監護人姓名,
Alternate Number,備用號碼,
Occupation,職業,
Work Address,工作地址,
Guardian Of ,...的監護人,
Students,學生們,
Guardian Interests,監護人利益,
Guardian Interest,監護人利益,
Interest,利息,
Guardian Student,學生監護人,
EDU-INS-.YYYY.-,EDU-INS-.YYYY.-,
Instructor Log,講師日志,
Other details,其他詳細信息,
Option,選項,
Is Correct,是正確的,
Program Name,程序名稱,
Program Abbreviation,計划縮寫,
Courses,課程,
Is Published,已發布,
Allow Self Enroll,允許自我注冊,
Is Featured,精選,
Intro Video,介紹視頻,
Program Course,課程計划,
School House,學校議院,
Boarding Student,寄宿學生,
Check this if the Student is residing at the Institute's Hostel.,如果學生住在學院的旅館，勾選此項。,
Walking,步行,
Institute's Bus,學院的巴士,
Public Transport,公共交通,
Self-Driving Vehicle,自駕車,
Pick/Drop by Guardian,由守護者選擇,
Enrolled courses,入學課程,
Program Enrollment Course,課程注冊課程,
Program Enrollment Fee,計划注冊費,
Program Enrollment Tool,計划注冊工具,
Get Students From,從... 選擇學生,
Student Applicant,學生申請,
Get Students,讓學生,
Enrollment Details,注冊信息,
New Program,新程序,
New Student Batch,新學生批次,
Enroll Students,招生,
New Academic Year,新學年,
New Academic Term,新學期,
Program Enrollment Tool Student,計划注冊學生工具,
Student Batch Name,學生批次名,
Program Fee,課程費用,
Question,題,
Single Correct Answer,單一正確答案,
Multiple Correct Answer,多個正確的答案,
Quiz Configuration,測驗配置,
Passing Score,合格分數,
Score out of 100,得分100分,
Max Attempts,Max嘗試,
Enter 0 to waive limit,輸入0以放棄限制,
Grading Basis,評分基礎,
Latest Highest Score,最新的最高分,
Latest Attempt,最新嘗試,
Quiz Activity,測驗活動,
Enrollment,注冊,
Pass,通過,
Quiz Question,測驗問題,
Quiz Result,測驗結果,
